icao,datetime_utc,timestamp,msg,df,typecode,oe_flag,velocity,speed_heading,airborne_velocity,altitude_diff,nuc_v,nac_v,emergency_state,version,nac_p,nic_s,nic_a_c,selected_altitude,selected_heading,baro_pressure_setting,tcas_operational,altitude,nuc_p,nic_b,latitude,longitude,position_type,emergency_squawk,is_emergency,autopilot,vnav_mode,altitude_hold_mode,approach_mode,lnav_mode,callsign,category
AB967B,2025-06-14 00:53:31.296995163+00:00,1749862411.2969952,8DAB967B58AF722E37A35765E90D,17,11,0,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,135.27076721191406,-65.15167236328125,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:31.670457125+00:00,1749862411.6704571,8DAB967B9914CCB058083FB0F84D,17,19,1,"(435, 207.80145877993414, -64, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, -64, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28806524761652,5.79803466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:31.670522213+00:00,1749862411.6705222,8DAB967BF8230006004AB8F59220,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:31.835533142+00:00,1749862411.8355331,8DAB967B58AF722E11A34D0CE00D,17,11,0,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,135.2698974609375,-65.17913818359375,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:31.835587978+00:00,1749862411.835588,8DAB967BEA428866315C08266CD5,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",33.75,1013.6,True,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:32.111006021+00:00,1749862412.111006,8DAB967B9914CCB058043FF8A24D,17,19,1,"(435, 207.80145877993414, 0, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 0, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28806524761652,2.98553466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:32.490969181+00:00,1749862412.4909692,8DAB967B58AF75BE32411AB3EC62,17,11,1,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,39.26890745001324,-110.9827880859375,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:32.491349936+00:00,1749862412.49135,8DAB967B9914CCB050043F960045,17,19,1,"(435, 207.80145877993414, 0, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 0, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28787903866524,2.98553466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:32.657007217+00:00,1749862412.6570072,8DAB967BE11B1D0000000064233E,17,28,1,,,,,,,0.0,,,,,,,,,,,,,,,3257,False,,,,,,,
AB967B,2025-06-14 00:53:32.821464062+00:00,1749862412.821464,8DAB967B58AF75BE0C411069E3A2,17,11,1,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,39.2680229574947,-110.9833984375,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:32.987874031+00:00,1749862412.987874,8DAB967B9914CCB050043F960045,17,19,1,"(435, 207.80145877993414, 0, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 0, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28787903866524,2.98553466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:33.199740887+00:00,1749862413.199741,8DAB967BEA428866315C08266CD5,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",33.75,1013.6,True,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:33.372550964+00:00,1749862413.372551,8DAB967B58AF722D95A32DAFF081,17,11,0,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,135.26705932617188,-65.26702880859375,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:33.711682081+00:00,1749862413.711682,8DAB967B9914CCB050083FDE5A45,17,19,1,"(435, 207.80145877993414, 64, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 64, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28787903866524,5.79803466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:33.747801065+00:00,1749862413.747801,8DAB967B23101332CB4DA0147A1F,17,4,0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,DAL2246_,3.0
AB967B,2025-06-14 00:53:33.912746906+00:00,1749862413.912747,8DAB967B58AF75BDC040FC27EA6E,17,11,1,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,39.266253972457626,-110.984619140625,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:34.071577072+00:00,1749862414.071577,8DAB967B9914CCB050083FDE5A45,17,19,1,"(435, 207.80145877993414, 64, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 64, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28787903866524,5.79803466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:34.235073090+00:00,1749862414.235073,8DAB967BF8230006004AB8F59220,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:34.406478167+00:00,1749862414.4064782,8DAB967B58AF75BDA040F4E81E79,17,11,1,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,39.26550913665254,-110.985107421875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:34.406985044+00:00,1749862414.406985,8DAB967BEA428866315C08266CD5,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",33.75,1013.6,True,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:34.407282829+00:00,1749862414.4072828,8DAB967B9914CCB050083FDE5A45,17,19,1,"(435, 207.80145877993414, 64, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 64, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28787903866524,5.79803466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:34.891352177+00:00,1749862414.8913522,8DAB967B58AF75BD7440E8625F10,17,11,1,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,39.26448498742055,-110.98583984375,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:35.054671049+00:00,1749862415.054671,8DAB967B9914CCB0500C3FE66C45,17,19,1,"(435, 207.80145877993414, 128, 'GS')","(435, 207.80145877993414)","(435, 207.80145877993414, 128, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28787903866524,8.61053466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:35.387674809+00:00,1749862415.3876748,8DAB967B58AF75BD4C40DE95C064,17,11,1,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,39.263553942664196,-110.9864501953125,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:35.548709154+00:00,1749862415.5487092,8DAB967B9914CCB0300C3F29E83E,17,19,1,"(434, 207.86298271696006, 128, 'GS')","(434, 207.86298271696006)","(434, 207.86298271696006, 128, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28713420286016,8.61053466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:35.790946007+00:00,1749862415.790946,8DAB967BEA428866315C08266CD5,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",33.75,1013.6,True,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:35.934042215+00:00,1749862415.9340422,8DAB967B9914CCB0300C3F29E83E,17,19,1,"(434, 207.86298271696006, 128, 'GS')","(434, 207.86298271696006)","(434, 207.86298271696006, 128, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28713420286016,8.61053466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:35.934137106+00:00,1749862415.934137,8DAB967B58AF722CD3A2FAD7B4DA,17,11,0,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,135.2626190185547,-65.4071044921875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:36.610343933+00:00,1749862416.610344,8DAB967B58AF722CABA2F0ABBACE,17,11,0,,,,,,,5.0,,,,,,,,,33975.0,"(7, 185, 93, None)",0.0,135.26170349121094,-65.4345703125,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:36.610773087+00:00,1749862416.610773,8DAB967B9914CCB0300C3F29E83E,17,19,1,"(434, 207.86298271696006, 128, 'GS')","(434, 207.86298271696006)","(434, 207.86298271696006, 128, 'GS')",1550.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,135.28713420286016,8.61053466796875,airborne,,,,,,,,,
AB967B,2025-06-14 00:53:36.610924959+00:00,1749862416.610925,8DAB967BF8230006004AB8F59220,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:36.914574146+00:00,1749862416.9145741,8DAB967BEA428866315C08266CD5,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",33.75,1013.6,True,,,,,,,,,,,,,,,
AB967B,2025-06-14 00:53:36.915060043+00:00,1749862416.91506,8DAB967B58AF822C85A2E6458C35,17,11,0,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,135.26083374023438,-65.4620361328125,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:22.606112957+00:00,1749862402.606113,8DABD53658B50019A15306D67CDE,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,,,,,,,,,,,,
ABD536,2025-06-14 00:53:23.807067871+00:00,1749862403.8070679,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:24.741211891+00:00,1749862404.741212,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:26.317680120+00:00,1749862406.3176801,8DABD5369911B0905004402A219C,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:26.435310125+00:00,1749862406.4353101,8DABD536F8230006004AB86DBA46,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:27.132861853+00:00,1749862407.1328619,8DABD53658B500192753CE147439,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,,,,,,,,,,,,
ABD536,2025-06-14 00:53:27.520326853+00:00,1749862407.5203269,8DABD536234D7073C72C607DBB97,17,4,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,SWA3121_,3.0
ABD536,2025-06-14 00:53:27.909253120+00:00,1749862407.9092531,8DABD5369911B0905004402A219C,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:28.892742872+00:00,1749862408.8927429,8DABD5369911B0907004406F5DB5,17,19,0,"(450, 106.78457831059804, 0, 'GS')","(450, 106.78457831059804)","(450, 106.78457831059804, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:29.055506945+00:00,1749862409.055507,8DABD536EA4478650F5C08CF3D2F,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(35008, 'MCP/FCU')",94.921875,1013.6,True,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:29.487266064+00:00,1749862409.487266,8DABD5369911B0907004406F5DB5,17,19,0,"(450, 106.78457831059804, 0, 'GS')","(450, 106.78457831059804)","(450, 106.78457831059804, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:30.031906128+00:00,1749862410.0319061,8DABD5369911B0907004406F5DB5,17,19,0,"(450, 106.78457831059804, 0, 'GS')","(450, 106.78457831059804)","(450, 106.78457831059804, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:30.362598896+00:00,1749862410.362599,8DABD536EA4478650F5C08CF3D2F,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(35008, 'MCP/FCU')",94.921875,1013.6,True,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:30.362853050+00:00,1749862410.362853,8DABD53658B507A0F3EF83B18977,17,11,1,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,84.85732773603019,-2.8983306884765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:31.297136068+00:00,1749862411.297136,8DABD53658B50018B954826379E3,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.14483642578125,-109.10410100763494,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:31.460597038+00:00,1749862411.460597,8DABD536F8230006004AB86DBA46,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:31.835483789+00:00,1749862411.8354838,8DABD53658B507A0CDEFC16875BB,17,11,1,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.14457883673199,-109.1028612713481,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:32.275173903+00:00,1749862412.275174,8DABD53658B50018A154ACD10A0A,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.144287109375,-109.10147927024147,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:32.491310120+00:00,1749862412.4913101,8DABD536234D7073C72C607DBB97,17,4,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,SWA3121_,3.0
ABD536,2025-06-14 00:53:32.656627893+00:00,1749862412.656628,8DABD5369911B0907004406F5DB5,17,19,0,"(450, 106.78457831059804, 0, 'GS')","(450, 106.78457831059804)","(450, 106.78457831059804, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.8463134765625,0.59765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:32.821086884+00:00,1749862412.821087,8DABD53658B507A0B3EFEAC6B790,17,11,1,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,84.85583806442001,-2.827606201171875,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:32.821144104+00:00,1749862412.821144,8DABD536EA4478650F5C08CF3D2F,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(35008, 'MCP/FCU')",94.921875,1013.6,True,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:33.199807882+00:00,1749862413.199808,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,0.59765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:33.712124825+00:00,1749862413.7121248,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,0.59765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:33.747713089+00:00,1749862413.747713,8DABD53658B500187B54E81A0339,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.14341735839844,-109.09773393110797,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:34.072103024+00:00,1749862414.072103,8DABD536F8230006004AB86DBA46,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:34.234925985+00:00,1749862414.234926,8DABD536EA4478650F5C08CF3D2F,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(35008, 'MCP/FCU')",94.921875,1013.6,True,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:34.235289097+00:00,1749862414.235289,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,0.59765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:34.406539917+00:00,1749862414.40654,8DABD53658B500186D55011F735A,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.143096923828125,-109.09617337313566,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:34.891017914+00:00,1749862414.891018,8DABD53658B507A07FF03FBE85A4,17,11,1,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.142763299457094,-109.09481314725653,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:35.221487045+00:00,1749862415.221487,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,0.59765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:35.791159153+00:00,1749862415.7911592,8DABD5369911B090580440448394,17,19,0,"(449, 106.66264910621723, 0, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, 0, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,0.59765625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:35.791636944+00:00,1749862415.791637,8DABD53658B50018455541372E1B,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.142181396484375,-109.09217834472656,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:36.151606083+00:00,1749862416.151606,8DABD5369911B0905808400CD994,17,19,0,"(449, 106.66264910621723, -64, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, -64, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,1.16015625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:36.321020842+00:00,1749862416.3210208,8DABD53658B500183B555367493D,17,11,0,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,42.14195251464844,-109.0910547429865,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:36.610954046+00:00,1749862416.610954,8DABD536F8230006004AB86DBA46,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
ABD536,2025-06-14 00:53:36.747610092+00:00,1749862416.74761,8DABD5369911B0905808400CD994,17,19,0,"(449, 106.66264910621723, -64, 'GS')","(449, 106.66264910621723)","(449, 106.66264910621723, -64, 'GS')",1575.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,84.84576416015625,1.16015625,airborne,,,,,,,,,
ABD536,2025-06-14 00:53:36.914314985+00:00,1749862416.914315,8DABD53658B507A04DF092C46E3C,17,11,1,,,,,,,5.0,,,,,,,,,35000.0,"(7, 185, 93, None)",0.0,84.85346390029132,-2.712249755859375,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:22.606084108+00:00,1749862402.606084,8DAC09419915BE06580442861EB4,17,19,1,"(447, 276.2836591747013, 0, 'GS')","(447, 276.2836591747013)","(447, 276.2836591747013, 0, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:22.769285917+00:00,1749862402.769286,8DAC0941F8210002004AB86A2D34,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:22.937757969+00:00,1749862402.937758,8DAC0941EA428866FF5C082139D1,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",178.59375,1013.6,True,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:22.937983990+00:00,1749862402.937984,8DAC094158AF851BDC8C09213CBD,17,11,1,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,,,,,,,,,,,,
AC0941,2025-06-14 00:53:23.156057119+00:00,1749862403.1560571,8DAC09419915BE06500442E8BCBC,17,19,1,"(447, 276.2836591747013, 0, 'GS')","(447, 276.2836591747013)","(447, 276.2836591747013, 0, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:23.424950123+00:00,1749862403.4249501,8DAC094158AF8188D5F32B75AF45,17,11,0,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,-45.698272705078125,-9.00054931640625,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:23.590853214+00:00,1749862403.5908532,8DAC09419915BE06500442E8BCBC,17,19,1,"(447, 276.2836591747013, 0, 'GS')","(447, 276.2836591747013)","(447, 276.2836591747013, 0, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,-45.72509765625,-8.925155639648438,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:23.591274977+00:00,1749862403.591275,8DAC094123101337D33820954F36,17,4,0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,DAL743__,3.0
AC0941,2025-06-14 00:53:23.974901915+00:00,1749862403.974902,8DAC094158AF851BE88BD9A01078,17,11,1,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,38.30187781382415,-107.4276003630265,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:24.132812977+00:00,1749862404.132813,8DAC0941EA428866FF5C082139D1,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",178.59375,1013.6,True,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:24.425503016+00:00,1749862404.425503,8DAC0941E1033200000000CACB4D,17,28,0,,,,,,,0.0,,,,,,,,,,,,,,,2541,False,,,,,,,
AC0941,2025-06-14 00:53:24.425518036+00:00,1749862404.425518,8DAC094158AF851BEC8BC86855AD,17,11,1,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,38.30197091829979,-107.42861540421194,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:24.570008993+00:00,1749862404.570009,8DAC09419915BE06500842A0E6BC,17,19,1,"(447, 276.2836591747013, 64, 'GS')","(447, 276.2836591747013)","(447, 276.2836591747013, 64, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,-45.72509765625,-17.854843139648438,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:24.741534948+00:00,1749862404.741535,8DAC094158AF851BF08BB6EE14F8,17,11,1,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,38.30206402277542,-107.42969015370244,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:25.176172972+00:00,1749862405.176173,8DAC09419915BD06700842E085C7,17,19,1,"(446, 276.42515823752564, 64, 'GS')","(446, 276.42515823752564)","(446, 276.42515823752564, 64, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,44.27564717955508,-17.41935916063261,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:25.391728878+00:00,1749862405.3917289,8DAC094158AF8188E9F2D640716B,17,11,0,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,44.30218505859375,-17.363237653459805,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:25.392064095+00:00,1749862405.392064,8DAC0941F8210002004AB86A2D34,17,31,0,,,,,,,1.0,2.0,"(10, 10, 15)",0.0,"(0, 0)",,,,,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:25.392176867+00:00,1749862405.3921769,8DAC0941EA428866FF5C082139D1,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",178.59375,1013.6,True,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:25.858275175+00:00,1749862405.8582752,8DAC094158AF851BFA8B8B658349,17,11,1,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,38.30229678396451,-107.43225761081862,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:26.149968863+00:00,1749862406.1499689,8DAC09419915BD06700842E085C7,17,19,1,"(446, 276.42515823752564, 64, 'GS')","(446, 276.42515823752564)","(446, 276.42515823752564, 64, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,44.27564717955508,-17.41935916063261,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:26.317569971+00:00,1749862406.31757,8DAC094158AF851BFE8B79576A9E,17,11,1,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,38.302389888440146,-107.4333323603091,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:26.435615063+00:00,1749862406.435615,8DAC09419915BD06700C42D8B3C7,17,19,1,"(446, 276.42515823752564, 128, 'GS')","(446, 276.42515823752564)","(446, 276.42515823752564, 128, 'GS')",1625.0,"(2, 3, 4.5)","(2, 3, 4.5)",0.0,,,,,,,,,,,,44.27564717955508,-17.350761599657005,airborne,,,,,,,,,
AC0941,2025-06-14 00:53:26.591985941+00:00,1749862406.591986,8DAC0941EA428866FF5C082139D1,17,29,0,,,,,,,,,"(10, 10, 15)",,,"(34016, 'MCP/FCU')",178.59375,1013.6,True,,,,,,,,,,,,,,,
AC0941,2025-06-14 00:53:26.760155916+00:00,1749862406.760156,8DAC094158AF8188F7F29723199C,17,11,0,,,,,,,5.0,,,,,,,,,34000.0,"(7, 185, 93, None)",0.0,44.30250549316406,-17.36735752650668,airborne,,,,,,,,,
